mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:15:28.858520: Remain 348 Samples, max category conditions [33], timestep  998
2024-08-18 16:15:59.106742: Remain 348 Samples, max category conditions [33], timestep  648
2024-08-18 16:15:59.192251: Remain 348 Samples, max category conditions [33], timestep  647
2024-08-18 16:15:59.278769: Remain 348 Samples, max category conditions [33], timestep  646
2024-08-18 16:15:59.363802: Remain 348 Samples, max category conditions [33], timestep  645
2024-08-18 16:15:59.452312: Remain 348 Samples, max category conditions [33], timestep  644
2024-08-18 16:15:59.537857: Remain 348 Samples, max category conditions [33], timestep  643
2024-08-18 16:15:59.623232: Remain 348 Samples, max category conditions [33], timestep  642
2024-08-18 16:15:59.708775: Remain 348 Samples, max category conditions [33], timestep  641
2024-08-18 16:15:59.794290: Remain 348 Samples, max category conditions [33], timestep  640
2024-08-18 16:15:59.879870: Remain 348 Samples, max category conditions [33], timestep  639
2024-08-18 16:15:59.965884: Remain 348 Samples, max category conditions [33], timestep  638
2024-08-18 16:16:00.052452: Remain 348 Samples, max category conditions [33], timestep  637
2024-08-18 16:16:00.137962: Remain 348 Samples, max category conditions [33], timestep  636
2024-08-18 16:16:00.223547: Remain 348 Samples, max category conditions [33], timestep  635
2024-08-18 16:16:00.309163: Remain 348 Samples, max category conditions [33], timestep  634
2024-08-18 16:16:00.394708: Remain 348 Samples, max category conditions [33], timestep  633
2024-08-18 16:16:00.483226: Remain 348 Samples, max category conditions [33], timestep  632
2024-08-18 16:16:00.577313: Remain 348 Samples, max category conditions [33], timestep  631
2024-08-18 16:16:00.664386: Remain 348 Samples, max category conditions [33], timestep  630
2024-08-18 16:16:00.750661: Remain 348 Samples, max category conditions [33], timestep  629
2024-08-18 16:16:00.836245: Remain 348 Samples, max category conditions [33], timestep  628
2024-08-18 16:16:00.921762: Remain 348 Samples, max category conditions [33], timestep  627
2024-08-18 16:16:01.007407: Remain 348 Samples, max category conditions [33], timestep  626
2024-08-18 16:16:01.093916: Remain 348 Samples, max category conditions [33], timestep  625
2024-08-18 16:16:01.179566: Remain 348 Samples, max category conditions [33], timestep  624
2024-08-18 16:16:01.266602: Remain 348 Samples, max category conditions [33], timestep  623
2024-08-18 16:16:01.352124: Remain 348 Samples, max category conditions [33], timestep  622
2024-08-18 16:16:01.437361: Remain 348 Samples, max category conditions [33], timestep  621
2024-08-18 16:16:01.522941: Remain 348 Samples, max category conditions [33], timestep  620
2024-08-18 16:16:01.608546: Remain 348 Samples, max category conditions [33], timestep  619
2024-08-18 16:16:01.696056: Remain 348 Samples, max category conditions [33], timestep  618
2024-08-18 16:16:01.781665: Remain 348 Samples, max category conditions [33], timestep  617
2024-08-18 16:16:01.867672: Remain 348 Samples, max category conditions [33], timestep  616
2024-08-18 16:16:01.953186: Remain 348 Samples, max category conditions [33], timestep  615
2024-08-18 16:16:02.037786: Remain 348 Samples, max category conditions [33], timestep  614
2024-08-18 16:16:02.123403: Remain 348 Samples, max category conditions [33], timestep  613
2024-08-18 16:16:02.208984: Remain 348 Samples, max category conditions [33], timestep  612
2024-08-18 16:16:02.293562: Remain 348 Samples, max category conditions [33], timestep  611
2024-08-18 16:16:02.380167: Remain 348 Samples, max category conditions [33], timestep  610
2024-08-18 16:16:02.467175: Remain 348 Samples, max category conditions [33], timestep  609
2024-08-18 16:16:02.552795: Remain 348 Samples, max category conditions [33], timestep  608
2024-08-18 16:16:02.637370: Remain 348 Samples, max category conditions [33], timestep  607
2024-08-18 16:16:02.724018: Remain 348 Samples, max category conditions [33], timestep  606
2024-08-18 16:16:02.810593: Remain 348 Samples, max category conditions [33], timestep  605
2024-08-18 16:16:02.896231: Remain 348 Samples, max category conditions [33], timestep  604
2024-08-18 16:16:02.981814: Remain 348 Samples, max category conditions [33], timestep  603
2024-08-18 16:16:03.066840: Remain 348 Samples, max category conditions [33], timestep  602
2024-08-18 16:16:03.152421: Remain 348 Samples, max category conditions [33], timestep  601
2024-08-18 16:16:03.237937: Remain 348 Samples, max category conditions [33], timestep  600
2024-08-18 16:16:03.323555: Remain 348 Samples, max category conditions [33], timestep  599
2024-08-18 16:16:03.409163: Remain 348 Samples, max category conditions [33], timestep  598
2024-08-18 16:16:03.495770: Remain 348 Samples, max category conditions [33], timestep  597
2024-08-18 16:16:03.580342: Remain 348 Samples, max category conditions [33], timestep  596
2024-08-18 16:16:03.669350: Remain 348 Samples, max category conditions [33], timestep  595
2024-08-18 16:16:03.754958: Remain 348 Samples, max category conditions [33], timestep  594
2024-08-18 16:16:03.840472: Remain 348 Samples, max category conditions [33], timestep  593
2024-08-18 16:16:03.927049: Remain 348 Samples, max category conditions [33], timestep  592
2024-08-18 16:16:04.015556: Remain 348 Samples, max category conditions [33], timestep  591
2024-08-18 16:16:04.101143: Remain 348 Samples, max category conditions [33], timestep  590
2024-08-18 16:16:04.186745: Remain 348 Samples, max category conditions [33], timestep  589
2024-08-18 16:16:04.271749: Remain 348 Samples, max category conditions [33], timestep  588
2024-08-18 16:16:04.357292: Remain 348 Samples, max category conditions [33], timestep  587
2024-08-18 16:16:04.443901: Remain 348 Samples, max category conditions [33], timestep  586
2024-08-18 16:16:04.529509: Remain 348 Samples, max category conditions [33], timestep  585
2024-08-18 16:16:04.615053: Remain 348 Samples, max category conditions [33], timestep  584
2024-08-18 16:16:04.700670: Remain 348 Samples, max category conditions [33], timestep  583
2024-08-18 16:16:04.786275: Remain 348 Samples, max category conditions [33], timestep  582
2024-08-18 16:16:04.871310: Remain 348 Samples, max category conditions [33], timestep  581
2024-08-18 16:16:04.956885: Remain 348 Samples, max category conditions [33], timestep  580
2024-08-18 16:16:05.044931: Remain 348 Samples, max category conditions [33], timestep  579
2024-08-18 16:16:05.131570: Remain 348 Samples, max category conditions [33], timestep  578
2024-08-18 16:16:05.217186: Remain 348 Samples, max category conditions [33], timestep  577
2024-08-18 16:16:05.302809: Remain 348 Samples, max category conditions [33], timestep  576
2024-08-18 16:16:05.388386: Remain 348 Samples, max category conditions [33], timestep  575
2024-08-18 16:16:05.473422: Remain 348 Samples, max category conditions [33], timestep  574
2024-08-18 16:16:05.558962: Remain 348 Samples, max category conditions [33], timestep  573
2024-08-18 16:16:05.644573: Remain 348 Samples, max category conditions [33], timestep  572
2024-08-18 16:16:05.731088: Remain 348 Samples, max category conditions [33], timestep  571
2024-08-18 16:16:05.817581: Remain 348 Samples, max category conditions [33], timestep  570
2024-08-18 16:16:05.904096: Remain 348 Samples, max category conditions [33], timestep  569
2024-08-18 16:16:05.989605: Remain 348 Samples, max category conditions [33], timestep  568
2024-08-18 16:16:06.074612: Remain 348 Samples, max category conditions [33], timestep  567
2024-08-18 16:16:06.162343: Remain 348 Samples, max category conditions [33], timestep  566
2024-08-18 16:16:06.247954: Remain 348 Samples, max category conditions [33], timestep  565
2024-08-18 16:16:06.332503: Remain 348 Samples, max category conditions [33], timestep  564
2024-08-18 16:16:06.418147: Remain 348 Samples, max category conditions [33], timestep  563
2024-08-18 16:16:06.503775: Remain 348 Samples, max category conditions [33], timestep  562
2024-08-18 16:16:06.589916: Remain 348 Samples, max category conditions [33], timestep  561
2024-08-18 16:16:06.677885: Remain 348 Samples, max category conditions [33], timestep  560
2024-08-18 16:16:06.762461: Remain 348 Samples, max category conditions [33], timestep  559
2024-08-18 16:16:06.848074: Remain 348 Samples, max category conditions [33], timestep  558
2024-08-18 16:16:06.935651: Remain 348 Samples, max category conditions [33], timestep  557
2024-08-18 16:16:07.021198: Remain 348 Samples, max category conditions [33], timestep  556
2024-08-18 16:16:07.106844: Remain 348 Samples, max category conditions [33], timestep  555
2024-08-18 16:16:07.194427: Remain 348 Samples, max category conditions [33], timestep  554
2024-08-18 16:16:07.280492: Remain 348 Samples, max category conditions [33], timestep  553
2024-08-18 16:16:07.366068: Remain 348 Samples, max category conditions [33], timestep  552
2024-08-18 16:16:07.451641: Remain 348 Samples, max category conditions [33], timestep  551
2024-08-18 16:16:07.537222: Remain 348 Samples, max category conditions [33], timestep  550
2024-08-18 16:16:07.622798: Remain 348 Samples, max category conditions [33], timestep  549
2024-08-18 16:16:07.708407: Remain 348 Samples, max category conditions [33], timestep  548
2024-08-18 16:16:07.794014: Remain 348 Samples, max category conditions [33], timestep  547
2024-08-18 16:16:07.880052: Remain 348 Samples, max category conditions [33], timestep  546
2024-08-18 16:16:07.966634: Remain 348 Samples, max category conditions [33], timestep  545
2024-08-18 16:16:08.053244: Remain 348 Samples, max category conditions [33], timestep  544
2024-08-18 16:16:08.137780: Remain 348 Samples, max category conditions [33], timestep  543
2024-08-18 16:16:08.224390: Remain 348 Samples, max category conditions [33], timestep  542
2024-08-18 16:16:08.310626: Remain 348 Samples, max category conditions [33], timestep  541
2024-08-18 16:16:08.396255: Remain 348 Samples, max category conditions [33], timestep  540
2024-08-18 16:16:08.482291: Remain 348 Samples, max category conditions [33], timestep  539
2024-08-18 16:16:08.567861: Remain 348 Samples, max category conditions [33], timestep  538
2024-08-18 16:16:08.653470: Remain 348 Samples, max category conditions [33], timestep  537
2024-08-18 16:16:08.739078: Remain 348 Samples, max category conditions [33], timestep  536
2024-08-18 16:16:08.824691: Remain 348 Samples, max category conditions [33], timestep  535
2024-08-18 16:16:08.910268: Remain 348 Samples, max category conditions [33], timestep  534
2024-08-18 16:16:08.997812: Remain 348 Samples, max category conditions [33], timestep  533
2024-08-18 16:16:09.082846: Remain 348 Samples, max category conditions [33], timestep  532
2024-08-18 16:16:09.168425: Remain 348 Samples, max category conditions [33], timestep  531
2024-08-18 16:16:09.253808: Remain 348 Samples, max category conditions [33], timestep  530
2024-08-18 16:16:09.339433: Remain 348 Samples, max category conditions [33], timestep  529
2024-08-18 16:16:09.427963: Remain 348 Samples, max category conditions [33], timestep  528
2024-08-18 16:16:09.514582: Remain 348 Samples, max category conditions [33], timestep  527
2024-08-18 16:16:09.599178: Remain 348 Samples, max category conditions [33], timestep  526
2024-08-18 16:16:09.685719: Remain 348 Samples, max category conditions [33], timestep  525
2024-08-18 16:16:09.771727: Remain 348 Samples, max category conditions [33], timestep  524
2024-08-18 16:16:09.857345: Remain 348 Samples, max category conditions [33], timestep  523
2024-08-18 16:16:09.941942: Remain 348 Samples, max category conditions [33], timestep  522
2024-08-18 16:16:10.027523: Remain 348 Samples, max category conditions [33], timestep  521
2024-08-18 16:16:10.114099: Remain 348 Samples, max category conditions [33], timestep  520
2024-08-18 16:16:10.198678: Remain 348 Samples, max category conditions [33], timestep  519
2024-08-18 16:16:10.284684: Remain 348 Samples, max category conditions [33], timestep  518
2024-08-18 16:16:10.370223: Remain 348 Samples, max category conditions [33], timestep  517
2024-08-18 16:16:10.456801: Remain 348 Samples, max category conditions [33], timestep  516
2024-08-18 16:16:10.542390: Remain 348 Samples, max category conditions [33], timestep  515
2024-08-18 16:16:10.630035: Remain 348 Samples, max category conditions [33], timestep  514
2024-08-18 16:16:10.715166: Remain 348 Samples, max category conditions [33], timestep  513
2024-08-18 16:16:10.800804: Remain 348 Samples, max category conditions [33], timestep  512
2024-08-18 16:16:10.886809: Remain 348 Samples, max category conditions [33], timestep  511
2024-08-18 16:16:10.972388: Remain 348 Samples, max category conditions [33], timestep  510
2024-08-18 16:16:11.057893: Remain 348 Samples, max category conditions [33], timestep  509
