mlp
2024-08-18 15:39:36.389729: Remain 1584 Samples, max category conditions [38], timestep  999
2024-08-18 15:39:37.012168: Remain 1584 Samples, max category conditions [38], timestep  998
2024-08-18 15:40:07.550204: Remain 1584 Samples, max category conditions [38], timestep  659
2024-08-18 15:40:07.637773: Remain 1584 Samples, max category conditions [38], timestep  658
2024-08-18 15:40:07.725313: Remain 1584 Samples, max category conditions [38], timestep  657
2024-08-18 15:40:07.812823: Remain 1584 Samples, max category conditions [38], timestep  656
2024-08-18 15:40:07.900408: Remain 1584 Samples, max category conditions [38], timestep  655
2024-08-18 15:40:07.990017: Remain 1584 Samples, max category conditions [38], timestep  654
2024-08-18 15:40:08.076627: Remain 1584 Samples, max category conditions [38], timestep  653
2024-08-18 15:40:08.165200: Remain 1584 Samples, max category conditions [38], timestep  652
2024-08-18 15:40:08.252266: Remain 1584 Samples, max category conditions [38], timestep  651
2024-08-18 15:40:08.341842: Remain 1584 Samples, max category conditions [38], timestep  650
2024-08-18 15:40:08.428951: Remain 1584 Samples, max category conditions [38], timestep  649
2024-08-18 15:40:08.515584: Remain 1584 Samples, max category conditions [38], timestep  648
2024-08-18 15:40:08.604173: Remain 1584 Samples, max category conditions [38], timestep  647
2024-08-18 15:40:08.690748: Remain 1584 Samples, max category conditions [38], timestep  646
2024-08-18 15:40:08.777358: Remain 1584 Samples, max category conditions [38], timestep  645
2024-08-18 15:40:08.864964: Remain 1584 Samples, max category conditions [38], timestep  644
2024-08-18 15:40:08.953002: Remain 1584 Samples, max category conditions [38], timestep  643
2024-08-18 15:40:09.040574: Remain 1584 Samples, max category conditions [38], timestep  642
2024-08-18 15:40:09.128189: Remain 1584 Samples, max category conditions [38], timestep  641
2024-08-18 15:40:09.215760: Remain 1584 Samples, max category conditions [38], timestep  640
2024-08-18 15:40:09.303400: Remain 1584 Samples, max category conditions [38], timestep  639
2024-08-18 15:40:09.391009: Remain 1584 Samples, max category conditions [38], timestep  638
2024-08-18 15:40:09.478617: Remain 1584 Samples, max category conditions [38], timestep  637
2024-08-18 15:40:09.566226: Remain 1584 Samples, max category conditions [38], timestep  636
2024-08-18 15:40:09.655264: Remain 1584 Samples, max category conditions [38], timestep  635
2024-08-18 15:40:09.742827: Remain 1584 Samples, max category conditions [38], timestep  634
2024-08-18 15:40:09.831344: Remain 1584 Samples, max category conditions [38], timestep  633
2024-08-18 15:40:09.917957: Remain 1584 Samples, max category conditions [38], timestep  632
2024-08-18 15:40:10.006494: Remain 1584 Samples, max category conditions [38], timestep  631
2024-08-18 15:40:10.095106: Remain 1584 Samples, max category conditions [38], timestep  630
2024-08-18 15:40:10.182576: Remain 1584 Samples, max category conditions [38], timestep  629
2024-08-18 15:40:10.270217: Remain 1584 Samples, max category conditions [38], timestep  628
2024-08-18 15:40:10.358250: Remain 1584 Samples, max category conditions [38], timestep  627
2024-08-18 15:40:10.444823: Remain 1584 Samples, max category conditions [38], timestep  626
2024-08-18 15:40:10.532438: Remain 1584 Samples, max category conditions [38], timestep  625
2024-08-18 15:40:10.620045: Remain 1584 Samples, max category conditions [38], timestep  624
2024-08-18 15:40:10.708671: Remain 1584 Samples, max category conditions [38], timestep  623
2024-08-18 15:40:10.796213: Remain 1584 Samples, max category conditions [38], timestep  622
2024-08-18 15:40:10.884856: Remain 1584 Samples, max category conditions [38], timestep  621
2024-08-18 15:40:10.972461: Remain 1584 Samples, max category conditions [38], timestep  620
2024-08-18 15:40:11.060496: Remain 1584 Samples, max category conditions [38], timestep  619
2024-08-18 15:40:11.149067: Remain 1584 Samples, max category conditions [38], timestep  618
2024-08-18 15:40:11.237679: Remain 1584 Samples, max category conditions [38], timestep  617
2024-08-18 15:40:11.324287: Remain 1584 Samples, max category conditions [38], timestep  616
2024-08-18 15:40:11.412890: Remain 1584 Samples, max category conditions [38], timestep  615
2024-08-18 15:40:11.500469: Remain 1584 Samples, max category conditions [38], timestep  614
2024-08-18 15:40:11.589104: Remain 1584 Samples, max category conditions [38], timestep  613
2024-08-18 15:40:11.676710: Remain 1584 Samples, max category conditions [38], timestep  612
2024-08-18 15:40:11.763314: Remain 1584 Samples, max category conditions [38], timestep  611
2024-08-18 15:40:11.851919: Remain 1584 Samples, max category conditions [38], timestep  610
2024-08-18 15:40:11.939463: Remain 1584 Samples, max category conditions [38], timestep  609
2024-08-18 15:40:12.027105: Remain 1584 Samples, max category conditions [38], timestep  608
2024-08-18 15:40:12.114715: Remain 1584 Samples, max category conditions [38], timestep  607
2024-08-18 15:40:12.203252: Remain 1584 Samples, max category conditions [38], timestep  606
2024-08-18 15:40:12.290401: Remain 1584 Samples, max category conditions [38], timestep  605
2024-08-18 15:40:12.377970: Remain 1584 Samples, max category conditions [38], timestep  604
2024-08-18 15:40:12.468608: Remain 1584 Samples, max category conditions [38], timestep  603
2024-08-18 15:40:12.556643: Remain 1584 Samples, max category conditions [38], timestep  602
2024-08-18 15:40:12.644183: Remain 1584 Samples, max category conditions [38], timestep  601
2024-08-18 15:40:12.732761: Remain 1584 Samples, max category conditions [38], timestep  600
2024-08-18 15:40:12.819366: Remain 1584 Samples, max category conditions [38], timestep  599
2024-08-18 15:40:12.906941: Remain 1584 Samples, max category conditions [38], timestep  598
2024-08-18 15:40:12.995481: Remain 1584 Samples, max category conditions [38], timestep  597
2024-08-18 15:40:13.082061: Remain 1584 Samples, max category conditions [38], timestep  596
2024-08-18 15:40:13.169675: Remain 1584 Samples, max category conditions [38], timestep  595
2024-08-18 15:40:13.257679: Remain 1584 Samples, max category conditions [38], timestep  594
2024-08-18 15:40:13.345250: Remain 1584 Samples, max category conditions [38], timestep  593
2024-08-18 15:40:13.432877: Remain 1584 Samples, max category conditions [38], timestep  592
2024-08-18 15:40:13.521473: Remain 1584 Samples, max category conditions [38], timestep  591
2024-08-18 15:40:13.609944: Remain 1584 Samples, max category conditions [38], timestep  590
2024-08-18 15:40:13.697549: Remain 1584 Samples, max category conditions [38], timestep  589
2024-08-18 15:40:13.786054: Remain 1584 Samples, max category conditions [38], timestep  588
2024-08-18 15:40:13.874597: Remain 1584 Samples, max category conditions [38], timestep  587
2024-08-18 15:40:13.961603: Remain 1584 Samples, max category conditions [38], timestep  586
2024-08-18 15:40:14.049140: Remain 1584 Samples, max category conditions [38], timestep  585
2024-08-18 15:40:14.137746: Remain 1584 Samples, max category conditions [38], timestep  584
2024-08-18 15:40:14.225997: Remain 1584 Samples, max category conditions [38], timestep  583
2024-08-18 15:40:14.312581: Remain 1584 Samples, max category conditions [38], timestep  582
2024-08-18 15:40:14.400128: Remain 1584 Samples, max category conditions [38], timestep  581
2024-08-18 15:40:14.488696: Remain 1584 Samples, max category conditions [38], timestep  580
2024-08-18 15:40:14.575282: Remain 1584 Samples, max category conditions [38], timestep  579
2024-08-18 15:40:14.663324: Remain 1584 Samples, max category conditions [38], timestep  578
2024-08-18 15:40:14.750654: Remain 1584 Samples, max category conditions [38], timestep  577
2024-08-18 15:40:14.840229: Remain 1584 Samples, max category conditions [38], timestep  576
2024-08-18 15:40:14.927836: Remain 1584 Samples, max category conditions [38], timestep  575
2024-08-18 15:40:15.015384: Remain 1584 Samples, max category conditions [38], timestep  574
2024-08-18 15:40:15.105970: Remain 1584 Samples, max category conditions [38], timestep  573
2024-08-18 15:40:15.192972: Remain 1584 Samples, max category conditions [38], timestep  572
2024-08-18 15:40:15.280552: Remain 1584 Samples, max category conditions [38], timestep  571
2024-08-18 15:40:15.369131: Remain 1584 Samples, max category conditions [38], timestep  570
2024-08-18 15:40:15.457102: Remain 1584 Samples, max category conditions [38], timestep  569
2024-08-18 15:40:15.543709: Remain 1584 Samples, max category conditions [38], timestep  568
2024-08-18 15:40:15.632190: Remain 1584 Samples, max category conditions [38], timestep  567
2024-08-18 15:40:15.720767: Remain 1584 Samples, max category conditions [38], timestep  566
2024-08-18 15:40:15.809428: Remain 1584 Samples, max category conditions [38], timestep  565
2024-08-18 15:40:15.897034: Remain 1584 Samples, max category conditions [38], timestep  564
2024-08-18 15:40:15.984648: Remain 1584 Samples, max category conditions [38], timestep  563
2024-08-18 15:40:16.072223: Remain 1584 Samples, max category conditions [38], timestep  562
2024-08-18 15:40:16.161226: Remain 1584 Samples, max category conditions [38], timestep  561
2024-08-18 15:40:16.249341: Remain 1584 Samples, max category conditions [38], timestep  560
2024-08-18 15:40:16.336909: Remain 1584 Samples, max category conditions [38], timestep  559
2024-08-18 15:40:16.424500: Remain 1584 Samples, max category conditions [38], timestep  558
2024-08-18 15:40:16.514033: Remain 1584 Samples, max category conditions [38], timestep  557
2024-08-18 15:40:16.601578: Remain 1584 Samples, max category conditions [38], timestep  556
2024-08-18 15:40:16.690189: Remain 1584 Samples, max category conditions [38], timestep  555
2024-08-18 15:40:16.777770: Remain 1584 Samples, max category conditions [38], timestep  554
2024-08-18 15:40:16.865808: Remain 1584 Samples, max category conditions [38], timestep  553
2024-08-18 15:40:16.954433: Remain 1584 Samples, max category conditions [38], timestep  552
2024-08-18 15:40:17.041020: Remain 1584 Samples, max category conditions [38], timestep  551
2024-08-18 15:40:17.128403: Remain 1584 Samples, max category conditions [38], timestep  550
2024-08-18 15:40:17.215980: Remain 1584 Samples, max category conditions [38], timestep  549
2024-08-18 15:40:17.303568: Remain 1584 Samples, max category conditions [38], timestep  548
2024-08-18 15:40:17.391175: Remain 1584 Samples, max category conditions [38], timestep  547
2024-08-18 15:40:17.479553: Remain 1584 Samples, max category conditions [38], timestep  546
2024-08-18 15:40:17.566621: Remain 1584 Samples, max category conditions [38], timestep  545
2024-08-18 15:40:17.654196: Remain 1584 Samples, max category conditions [38], timestep  544
2024-08-18 15:40:17.741662: Remain 1584 Samples, max category conditions [38], timestep  543
2024-08-18 15:40:17.829203: Remain 1584 Samples, max category conditions [38], timestep  542
2024-08-18 15:40:17.916783: Remain 1584 Samples, max category conditions [38], timestep  541
2024-08-18 15:40:18.005329: Remain 1584 Samples, max category conditions [38], timestep  540
2024-08-18 15:40:18.093932: Remain 1584 Samples, max category conditions [38], timestep  539
2024-08-18 15:40:18.181537: Remain 1584 Samples, max category conditions [38], timestep  538
2024-08-18 15:40:18.270112: Remain 1584 Samples, max category conditions [38], timestep  537
2024-08-18 15:40:18.357119: Remain 1584 Samples, max category conditions [38], timestep  536
2024-08-18 15:40:18.444730: Remain 1584 Samples, max category conditions [38], timestep  535
2024-08-18 15:40:18.532348: Remain 1584 Samples, max category conditions [38], timestep  534
2024-08-18 15:40:18.619929: Remain 1584 Samples, max category conditions [38], timestep  533
2024-08-18 15:40:18.707279: Remain 1584 Samples, max category conditions [38], timestep  532
2024-08-18 15:40:18.794886: Remain 1584 Samples, max category conditions [38], timestep  531
2024-08-18 15:40:18.882426: Remain 1584 Samples, max category conditions [38], timestep  530
2024-08-18 15:40:18.970432: Remain 1584 Samples, max category conditions [38], timestep  529
2024-08-18 15:40:19.057943: Remain 1584 Samples, max category conditions [38], timestep  528
2024-08-18 15:40:19.145518: Remain 1584 Samples, max category conditions [38], timestep  527
2024-08-18 15:40:19.233054: Remain 1584 Samples, max category conditions [38], timestep  526
2024-08-18 15:40:19.320567: Remain 1584 Samples, max category conditions [38], timestep  525
2024-08-18 15:40:19.409209: Remain 1584 Samples, max category conditions [38], timestep  524
2024-08-18 15:40:19.496752: Remain 1584 Samples, max category conditions [38], timestep  523
2024-08-18 15:40:19.584328: Remain 1584 Samples, max category conditions [38], timestep  522
2024-08-18 15:40:19.672540: Remain 1584 Samples, max category conditions [38], timestep  521
2024-08-18 15:40:19.760572: Remain 1584 Samples, max category conditions [38], timestep  520
2024-08-18 15:40:19.847146: Remain 1584 Samples, max category conditions [38], timestep  519
2024-08-18 15:40:19.935726: Remain 1584 Samples, max category conditions [38], timestep  518
2024-08-18 15:40:20.023267: Remain 1584 Samples, max category conditions [38], timestep  517
2024-08-18 15:40:20.110904: Remain 1584 Samples, max category conditions [38], timestep  516
2024-08-18 15:40:20.199522: Remain 1584 Samples, max category conditions [38], timestep  515
