mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:30:32.593567: Remain 1850 Samples, max category conditions [35], timestep  998
2024-08-18 16:31:01.826609: Remain 1850 Samples, max category conditions [35], timestep  660
2024-08-18 16:31:01.912250: Remain 1850 Samples, max category conditions [35], timestep  659
2024-08-18 16:31:01.998288: Remain 1850 Samples, max category conditions [35], timestep  658
2024-08-18 16:31:02.085857: Remain 1850 Samples, max category conditions [35], timestep  657
2024-08-18 16:31:02.171396: Remain 1850 Samples, max category conditions [35], timestep  656
2024-08-18 16:31:02.257007: Remain 1850 Samples, max category conditions [35], timestep  655
2024-08-18 16:31:02.342512: Remain 1850 Samples, max category conditions [35], timestep  654
2024-08-18 16:31:02.428086: Remain 1850 Samples, max category conditions [35], timestep  653
2024-08-18 16:31:02.513702: Remain 1850 Samples, max category conditions [35], timestep  652
2024-08-18 16:31:02.601706: Remain 1850 Samples, max category conditions [35], timestep  651
2024-08-18 16:31:02.687313: Remain 1850 Samples, max category conditions [35], timestep  650
2024-08-18 16:31:02.772849: Remain 1850 Samples, max category conditions [35], timestep  649
2024-08-18 16:31:02.858327: Remain 1850 Samples, max category conditions [35], timestep  648
2024-08-18 16:31:02.943970: Remain 1850 Samples, max category conditions [35], timestep  647
2024-08-18 16:31:03.029577: Remain 1850 Samples, max category conditions [35], timestep  646
2024-08-18 16:31:03.115186: Remain 1850 Samples, max category conditions [35], timestep  645
2024-08-18 16:31:03.201223: Remain 1850 Samples, max category conditions [35], timestep  644
2024-08-18 16:31:03.287792: Remain 1850 Samples, max category conditions [35], timestep  643
2024-08-18 16:31:03.373405: Remain 1850 Samples, max category conditions [35], timestep  642
2024-08-18 16:31:03.459013: Remain 1850 Samples, max category conditions [35], timestep  641
2024-08-18 16:31:03.544168: Remain 1850 Samples, max category conditions [35], timestep  640
2024-08-18 16:31:03.630773: Remain 1850 Samples, max category conditions [35], timestep  639
2024-08-18 16:31:03.717282: Remain 1850 Samples, max category conditions [35], timestep  638
2024-08-18 16:31:03.803318: Remain 1850 Samples, max category conditions [35], timestep  637
2024-08-18 16:31:03.888925: Remain 1850 Samples, max category conditions [35], timestep  636
2024-08-18 16:31:03.975466: Remain 1850 Samples, max category conditions [35], timestep  635
2024-08-18 16:31:04.060073: Remain 1850 Samples, max category conditions [35], timestep  634
2024-08-18 16:31:04.146680: Remain 1850 Samples, max category conditions [35], timestep  633
2024-08-18 16:31:04.232289: Remain 1850 Samples, max category conditions [35], timestep  632
2024-08-18 16:31:04.318896: Remain 1850 Samples, max category conditions [35], timestep  631
2024-08-18 16:31:04.406941: Remain 1850 Samples, max category conditions [35], timestep  630
2024-08-18 16:31:04.492508: Remain 1850 Samples, max category conditions [35], timestep  629
2024-08-18 16:31:04.578106: Remain 1850 Samples, max category conditions [35], timestep  628
2024-08-18 16:31:04.663716: Remain 1850 Samples, max category conditions [35], timestep  627
2024-08-18 16:31:04.749839: Remain 1850 Samples, max category conditions [35], timestep  626
2024-08-18 16:31:04.835478: Remain 1850 Samples, max category conditions [35], timestep  625
2024-08-18 16:31:04.922088: Remain 1850 Samples, max category conditions [35], timestep  624
2024-08-18 16:31:05.006123: Remain 1850 Samples, max category conditions [35], timestep  623
2024-08-18 16:31:05.091693: Remain 1850 Samples, max category conditions [35], timestep  622
2024-08-18 16:31:05.178303: Remain 1850 Samples, max category conditions [35], timestep  621
2024-08-18 16:31:05.263916: Remain 1850 Samples, max category conditions [35], timestep  620
2024-08-18 16:31:05.349489: Remain 1850 Samples, max category conditions [35], timestep  619
2024-08-18 16:31:05.435125: Remain 1850 Samples, max category conditions [35], timestep  618
2024-08-18 16:31:05.520677: Remain 1850 Samples, max category conditions [35], timestep  617
2024-08-18 16:31:05.606705: Remain 1850 Samples, max category conditions [35], timestep  616
2024-08-18 16:31:05.694251: Remain 1850 Samples, max category conditions [35], timestep  615
2024-08-18 16:31:05.781823: Remain 1850 Samples, max category conditions [35], timestep  614
2024-08-18 16:31:05.868370: Remain 1850 Samples, max category conditions [35], timestep  613
2024-08-18 16:31:05.953982: Remain 1850 Samples, max category conditions [35], timestep  612
2024-08-18 16:31:06.039620: Remain 1850 Samples, max category conditions [35], timestep  611
2024-08-18 16:31:06.124226: Remain 1850 Samples, max category conditions [35], timestep  610
2024-08-18 16:31:06.210262: Remain 1850 Samples, max category conditions [35], timestep  609
2024-08-18 16:31:06.295836: Remain 1850 Samples, max category conditions [35], timestep  608
2024-08-18 16:31:06.381440: Remain 1850 Samples, max category conditions [35], timestep  607
2024-08-18 16:31:06.466046: Remain 1850 Samples, max category conditions [35], timestep  606
2024-08-18 16:31:06.552664: Remain 1850 Samples, max category conditions [35], timestep  605
2024-08-18 16:31:06.638269: Remain 1850 Samples, max category conditions [35], timestep  604
2024-08-18 16:31:06.723885: Remain 1850 Samples, max category conditions [35], timestep  603
2024-08-18 16:31:06.809923: Remain 1850 Samples, max category conditions [35], timestep  602
2024-08-18 16:31:06.896489: Remain 1850 Samples, max category conditions [35], timestep  601
2024-08-18 16:31:06.984068: Remain 1850 Samples, max category conditions [35], timestep  600
2024-08-18 16:31:07.069705: Remain 1850 Samples, max category conditions [35], timestep  599
2024-08-18 16:31:07.155317: Remain 1850 Samples, max category conditions [35], timestep  598
2024-08-18 16:31:07.240922: Remain 1850 Samples, max category conditions [35], timestep  597
2024-08-18 16:31:07.326534: Remain 1850 Samples, max category conditions [35], timestep  596
2024-08-18 16:31:07.412565: Remain 1850 Samples, max category conditions [35], timestep  595
2024-08-18 16:31:07.498140: Remain 1850 Samples, max category conditions [35], timestep  594
2024-08-18 16:31:07.582682: Remain 1850 Samples, max category conditions [35], timestep  593
2024-08-18 16:31:07.669286: Remain 1850 Samples, max category conditions [35], timestep  592
2024-08-18 16:31:07.754896: Remain 1850 Samples, max category conditions [35], timestep  591
2024-08-18 16:31:07.840519: Remain 1850 Samples, max category conditions [35], timestep  590
2024-08-18 16:31:07.926094: Remain 1850 Samples, max category conditions [35], timestep  589
2024-08-18 16:31:08.013131: Remain 1850 Samples, max category conditions [35], timestep  588
2024-08-18 16:31:08.098703: Remain 1850 Samples, max category conditions [35], timestep  587
2024-08-18 16:31:08.187280: Remain 1850 Samples, max category conditions [35], timestep  586
2024-08-18 16:31:08.272895: Remain 1850 Samples, max category conditions [35], timestep  585
2024-08-18 16:31:08.358473: Remain 1850 Samples, max category conditions [35], timestep  584
2024-08-18 16:31:08.444093: Remain 1850 Samples, max category conditions [35], timestep  583
2024-08-18 16:31:08.529563: Remain 1850 Samples, max category conditions [35], timestep  582
2024-08-18 16:31:08.615135: Remain 1850 Samples, max category conditions [35], timestep  581
2024-08-18 16:31:08.701206: Remain 1850 Samples, max category conditions [35], timestep  580
2024-08-18 16:31:08.786785: Remain 1850 Samples, max category conditions [35], timestep  579
2024-08-18 16:31:08.873391: Remain 1850 Samples, max category conditions [35], timestep  578
2024-08-18 16:31:08.959005: Remain 1850 Samples, max category conditions [35], timestep  577
2024-08-18 16:31:09.045611: Remain 1850 Samples, max category conditions [35], timestep  576
2024-08-18 16:31:09.131152: Remain 1850 Samples, max category conditions [35], timestep  575
2024-08-18 16:31:09.216763: Remain 1850 Samples, max category conditions [35], timestep  574
2024-08-18 16:31:09.303365: Remain 1850 Samples, max category conditions [35], timestep  573
2024-08-18 16:31:09.388937: Remain 1850 Samples, max category conditions [35], timestep  572
2024-08-18 16:31:09.474102: Remain 1850 Samples, max category conditions [35], timestep  571
2024-08-18 16:31:09.561325: Remain 1850 Samples, max category conditions [35], timestep  570
2024-08-18 16:31:09.647908: Remain 1850 Samples, max category conditions [35], timestep  569
2024-08-18 16:31:09.733523: Remain 1850 Samples, max category conditions [35], timestep  568
2024-08-18 16:31:09.820009: Remain 1850 Samples, max category conditions [35], timestep  567
2024-08-18 16:31:09.906051: Remain 1850 Samples, max category conditions [35], timestep  566
2024-08-18 16:31:09.991586: Remain 1850 Samples, max category conditions [35], timestep  565
2024-08-18 16:31:10.077162: Remain 1850 Samples, max category conditions [35], timestep  564
2024-08-18 16:31:10.164747: Remain 1850 Samples, max category conditions [35], timestep  563
2024-08-18 16:31:10.250329: Remain 1850 Samples, max category conditions [35], timestep  562
2024-08-18 16:31:10.335928: Remain 1850 Samples, max category conditions [35], timestep  561
2024-08-18 16:31:10.421122: Remain 1850 Samples, max category conditions [35], timestep  560
2024-08-18 16:31:10.506155: Remain 1850 Samples, max category conditions [35], timestep  559
2024-08-18 16:31:10.592277: Remain 1850 Samples, max category conditions [35], timestep  558
2024-08-18 16:31:10.677895: Remain 1850 Samples, max category conditions [35], timestep  557
2024-08-18 16:31:10.764472: Remain 1850 Samples, max category conditions [35], timestep  556
2024-08-18 16:31:10.852086: Remain 1850 Samples, max category conditions [35], timestep  555
2024-08-18 16:31:10.938680: Remain 1850 Samples, max category conditions [35], timestep  554
2024-08-18 16:31:11.024301: Remain 1850 Samples, max category conditions [35], timestep  553
2024-08-18 16:31:11.109335: Remain 1850 Samples, max category conditions [35], timestep  552
2024-08-18 16:31:11.194911: Remain 1850 Samples, max category conditions [35], timestep  551
2024-08-18 16:31:11.281046: Remain 1850 Samples, max category conditions [35], timestep  550
2024-08-18 16:31:11.367637: Remain 1850 Samples, max category conditions [35], timestep  549
2024-08-18 16:31:11.454235: Remain 1850 Samples, max category conditions [35], timestep  548
2024-08-18 16:31:11.539705: Remain 1850 Samples, max category conditions [35], timestep  547
2024-08-18 16:31:11.625349: Remain 1850 Samples, max category conditions [35], timestep  546
2024-08-18 16:31:11.710383: Remain 1850 Samples, max category conditions [35], timestep  545
2024-08-18 16:31:11.796557: Remain 1850 Samples, max category conditions [35], timestep  544
2024-08-18 16:31:11.882134: Remain 1850 Samples, max category conditions [35], timestep  543
2024-08-18 16:31:11.967710: Remain 1850 Samples, max category conditions [35], timestep  542
2024-08-18 16:31:12.053317: Remain 1850 Samples, max category conditions [35], timestep  541
2024-08-18 16:31:12.140909: Remain 1850 Samples, max category conditions [35], timestep  540
2024-08-18 16:31:12.226011: Remain 1850 Samples, max category conditions [35], timestep  539
2024-08-18 16:31:12.312015: Remain 1850 Samples, max category conditions [35], timestep  538
2024-08-18 16:31:12.396593: Remain 1850 Samples, max category conditions [35], timestep  537
2024-08-18 16:31:12.482194: Remain 1850 Samples, max category conditions [35], timestep  536
2024-08-18 16:31:12.567769: Remain 1850 Samples, max category conditions [35], timestep  535
2024-08-18 16:31:12.653332: Remain 1850 Samples, max category conditions [35], timestep  534
2024-08-18 16:31:12.740544: Remain 1850 Samples, max category conditions [35], timestep  533
2024-08-18 16:31:12.826158: Remain 1850 Samples, max category conditions [35], timestep  532
2024-08-18 16:31:12.911163: Remain 1850 Samples, max category conditions [35], timestep  531
2024-08-18 16:31:12.997698: Remain 1850 Samples, max category conditions [35], timestep  530
2024-08-18 16:31:13.083305: Remain 1850 Samples, max category conditions [35], timestep  529
2024-08-18 16:31:13.168882: Remain 1850 Samples, max category conditions [35], timestep  528
2024-08-18 16:31:13.254489: Remain 1850 Samples, max category conditions [35], timestep  527
2024-08-18 16:31:13.342067: Remain 1850 Samples, max category conditions [35], timestep  526
2024-08-18 16:31:13.427710: Remain 1850 Samples, max category conditions [35], timestep  525
2024-08-18 16:31:13.513743: Remain 1850 Samples, max category conditions [35], timestep  524
2024-08-18 16:31:13.599324: Remain 1850 Samples, max category conditions [35], timestep  523
2024-08-18 16:31:13.685933: Remain 1850 Samples, max category conditions [35], timestep  522
2024-08-18 16:31:13.772511: Remain 1850 Samples, max category conditions [35], timestep  521
2024-08-18 16:31:13.859155: Remain 1850 Samples, max category conditions [35], timestep  520
2024-08-18 16:31:13.944729: Remain 1850 Samples, max category conditions [35], timestep  519
2024-08-18 16:31:14.030275: Remain 1850 Samples, max category conditions [35], timestep  518
2024-08-18 16:31:14.116311: Remain 1850 Samples, max category conditions [35], timestep  517
2024-08-18 16:31:14.201850: Remain 1850 Samples, max category conditions [35], timestep  516
2024-08-18 16:31:14.287453: Remain 1850 Samples, max category conditions [35], timestep  515
